,url,level,source
195,https://www.linkedin.com/in/khassounah/,L4,Successful
196,https://www.linkedin.com/in/pamela-netzky-571b08126,L3,Successful
197,https://www.linkedin.com/in/jason-cohen-8963199,L4,Successful
198,https://www.linkedin.com/in/spenserskates,L4,Successful
199,https://www.linkedin.com/in/jeffreyw314159/,L4,Successful
200,https://www.linkedin.com/in/jwsass/,L4,Unsuccessful
201,https://www.linkedin.com/in/colinccampbell/,L4,Unsuccessful
202,https://www.linkedin.com/in/dirkbhagat/,L5,Unsuccessful
203,https://www.linkedin.com/in/bobosu/,L3,Unsuccessful
204,https://www.linkedin.com/in/otis-fan-47619247/,L2,Unsuccessful
205,https://www.linkedin.com/in/robert-chen-952b8283,L2,Unsuccessful
206,https://www.linkedin.com/in/igorbelyayev/,L2,Unsuccessful
207,https://www.linkedin.com/in/donovanjanus,L3,Unsuccessful
208,https://www.linkedin.com/in/kristina-lagerstedt-5ab3b54b/,L3,Unsuccessful
209,https://www.linkedin.com/in/susanne-staaf-65a32b20/?locale=de_DE,L3,Unsuccessful
210,https://www.linkedin.com/in/ivar-kristjansson-779b,L4,Unsuccessful
211,https://www.linkedin.com/in/nicolasduranl/,L2,Unsuccessful
212,https://www.linkedin.com/in/zieglerjoerg/,L3,Unsuccessful
213,https://www.linkedin.com/in/lucgervais/,L3,Unsuccessful
214,https://www.linkedin.com/in/samcaucci,L2,Unsuccessful
215,http://www.linkedin.com/pub/alexandre-fourtoy/8/9b6/865,L4,Unsuccessful
216,https://www.linkedin.com/in/robdarby200degs,L4,Unsuccessful
217,https://www.linkedin.com/in/tom-vincent-24b4b913,L2,Unsuccessful
218,https://www.linkedin.com/in/alex-smereczniak-40310329/,L2,Unsuccessful
219,https://www.linkedin.com/in/daquisto,L2,Unsuccessful
220,https://www.linkedin.com/in/andrea-verdelocco-1ab87683/,L3,Unsuccessful
221,https://www.linkedin.com/in/elisabetta-mari/?locale=it_IT,L2,Unsuccessful
222,https://www.linkedin.com/in/FilippoAgostino/,L2,Unsuccessful
223,https://www.linkedin.com/in/mfilippi/,L3,Unsuccessful
224,https://www.linkedin.com/in/jamesrileyten54/,L2,Unsuccessful
225,https://www.linkedin.com/in/chris-knight-16a6a319,L2,Unsuccessful
226,https://www.linkedin.com/in/jozefdobos/,L4,Unsuccessful
227,http://www.linkedin.com/pub/dmitry-morozov/0/580/218,L4,Unsuccessful
228,https://www.linkedin.com/in/cullen-hilkene-b9a65822,L3,Unsuccessful
229,https://www.linkedin.com/in/chrisknudsen,L4,Unsuccessful
230,https://www.linkedin.com/in/starcunningham8/,L4,Unsuccessful
231,https://www.linkedin.com/in/vivek-malhotra-733161,L3,Unsuccessful
232,https://www.linkedin.com/in/syed-s-ahmed-06553114/?originalSubdomain=in,L3,Unsuccessful
233,https://www.linkedin.com/in/lev-volftsun-3672706,L4,Unsuccessful
234,https://www.linkedin.com/in/garry-drummond-cissp-cwna-cwsp-7964b83,L3,Unsuccessful
235,https://www.linkedin.com/in/dawn-russell-0230a235,L2,Unsuccessful
236,https://www.linkedin.com/in/janellewang2011,L3,Unsuccessful
237,https://www.linkedin.com/in/peter-treadway-49496844,L2,Unsuccessful
238,https://www.linkedin.com/in/sandy-shaw-2b0242168,L4,Unsuccessful
239,https://www.linkedin.com/in/ra%C3%BAl-aragon%C3%A9s-ortiz-phd-77bb9a60/,L3,Unsuccessful
240,https://www.linkedin.com/in/jos%C3%A9-antonio-molina-rodr%C3%ADguez-b1558327/,L3,Unsuccessful
241,https://www.linkedin.com/in/vosspeter/,L4,Unsuccessful
242,http://www.linkedin.com/in/matijazulj,L3,Unsuccessful
243,https://www.linkedin.com/in/hajime-shirasaka-b2b11868,L3,Unsuccessful
244,http://www.linkedin.com/in/lukemcdonough,L4,Unsuccessful
245,http://www.linkedin.com/in/massimoruffolo,L3,Unsuccessful
246,https://www.linkedin.com/in/lindaoro,L3,Unsuccessful
247,https://www.linkedin.com/in/amaldaraziz/,L4,Unsuccessful
248,https://www.linkedin.com/in/philipmonroe,L3,Unsuccessful
249,https://www.linkedin.com/in/landon-bloomer-6931b446/,L3,Unsuccessful
250,https://www.linkedin.com/in/luc-b-perussault-diallo-99525519/,L3,Unsuccessful
251,https://www.linkedin.com/in/abdoul-kadry-diallo-a7295b73,L3,Unsuccessful
252,https://www.linkedin.com/in/moulaye-taboure-78280041,L3,Unsuccessful
253,https://www.linkedin.com/in/amirazhari,L3,Unsuccessful
254,https://www.linkedin.com/in/richardtyliang/,L3,Unsuccessful
255,https://www.linkedin.com/in/hamidalem/,L3,Unsuccessful
256,https://www.linkedin.com/in/abdullahjubayer,L2,Unsuccessful
257,https://www.linkedin.com/in/ryota-kanai-3585979/,L3,Unsuccessful
258,https://www.linkedin.com/in/rossarnott/,L4,Unsuccessful
259,https://www.linkedin.com/in/lauren-guy-9bb55351/,L3,Unsuccessful
260,https://www.linkedin.com/in/chrisgomersall,L4,Unsuccessful
261,https://www.linkedin.com/in/therese-kinsella-7b044577/,L3,Unsuccessful
262,https://www.linkedin.com/in/astojanovic,L4,Unsuccessful
263,https://www.linkedin.com/in/saschaknopp/,L3,Unsuccessful
264,http://www.linkedin.com/pub/parsa-ghaffari/24/a/a73,L3,Unsuccessful
265,https://www.linkedin.com/in/maggie-winter-b1850a6,L2,Unsuccessful
266,https://www.linkedin.com/in/asokan-sattanathan-2871054,L4,Unsuccessful
267,https://www.linkedin.com/in/dolmarie-mendez-dolmariemendez/,L3,Unsuccessful
268,https://www.linkedin.com/in/bjorkli/,L3,Unsuccessful
269,https://www.linkedin.com/in/arve-voldsund-891b7a3,L3,Unsuccessful
270,https://www.linkedin.com/in/kjell-are-furnes-a16b921,L3,Unsuccessful
271,https://www.linkedin.com/in/j%C3%B8rn-refsn%C3%A6s-2b8b6712,L1,Unsuccessful
272,https://www.linkedin.com/in/howardrussell/,L5,Unsuccessful
273,https://www.linkedin.com/in/jack-cornelius-8bb39b7/,L3,Unsuccessful
274,https://www.linkedin.com/in/labasky,L4,Unsuccessful
275,https://www.linkedin.com/in/alexcram,L4,Unsuccessful
276,https://www.linkedin.com/in/trentbigelow,L3,Unsuccessful
277,https://www.linkedin.com/in/abhishek-ramkumar-1650814,L3,Unsuccessful
278,https://www.linkedin.com/in/peterhaberz,L3,Unsuccessful
279,https://www.linkedin.com/in/benjaminjameswong,L2,Unsuccessful
280,https://www.linkedin.com/in/charbel,L4,Unsuccessful
281,https://www.linkedin.com/in/jarrett-reid-whitaker-phd-a155413a,L3,Unsuccessful
282,https://www.linkedin.com/in/eric-haberichter-23138516,L3,Unsuccessful
283,http://www.linkedin.com/in/idanbenaim1,L4,Unsuccessful
284,https://www.linkedin.com/in/mikael-egard-a51b1321?authType=name&authToken=Dtr1&trk=prof-sb-browse_map-name,L3,Unsuccessful
285,https://www.linkedin.com/in/mats-%C3%A4rlelid-89260439?authType=name&authToken=dBhA&trk=prof-sb-browse_map-name,L4,Unsuccessful
286,https://www.linkedin.com/in/glenn-c-vitale-dpm-facfas-a9b8461b,L2,Unsuccessful
287,https://www.linkedin.com/in/charles-mann-354b935/,L2,Unsuccessful
288,https://www.linkedin.com/in/allen-barnes-9a831172/,L2,Unsuccessful
289,https://www.linkedin.com/in/berrysingh/,L3,Unsuccessful
290,https://www.linkedin.com/in/nitin-chhabra-5496007/,L4,Unsuccessful
291,https://www.linkedin.com/in/matthew-macewan-4229b941/,L3,Unsuccessful
292,https://www.linkedin.com/in/mdmobashir/,L3,Unsuccessful
293,https://www.linkedin.com/in/nimanthab,L3,Unsuccessful
294,https://www.linkedin.com/in/rmaunier,L3,Unsuccessful
295,https://www.linkedin.com/in/daniel-katz-a14794,L4,Unsuccessful
296,https://www.linkedin.com/in/serguei-okhonin-4b96102,L4,Unsuccessful
297,https://www.linkedin.com/in/michael-amitay-a42aba65/,L3,Unsuccessful
298,http://www.linkedin.com/in/ryankcroft,L2,Unsuccessful
299,http://www.linkedin.com/in/caywood,L4,Unsuccessful
300,https://www.linkedin.com/in/kin-yu-8719591/,L2,Unsuccessful
301,https://www.linkedin.com/in/athan-tolis-077392175/?originalSubdomain=uk,L3,Unsuccessful
302,https://www.linkedin.com/in/quinnted,L4,Unsuccessful
303,https://www.linkedin.com/in/justin-ichida-419b5545/,L3,Unsuccessful
304,https://www.linkedin.com/in/qingliunew,L4,Unsuccessful
305,https://www.linkedin.com/in/mollymmcfarland/,L3,Unsuccessful
306,https://www.linkedin.com/in/gabriel-smith-935ab914/,L3,Unsuccessful
307,https://www.linkedin.com/in/busby,L4,Unsuccessful
308,https://www.linkedin.com/in/dangrig,L3,Unsuccessful
309,https://www.linkedin.com/in/mmorrisonoconnor/,L4,Unsuccessful
310,https://www.linkedin.com/in/vic-ramon-4326a77/,L4,Unsuccessful
311,https://www.linkedin.com/in/connor-burden-589238b2/,L2,Unsuccessful
312,https://www.linkedin.com/in/kristian-curkovic-16a65316/,L2,Unsuccessful
313,http://www.linkedin.com/in/kalpatel1,L4,Unsuccessful
314,http://www.linkedin.com/in/wietecha,L4,Unsuccessful
315,http://www.linkedin.com/in/elliotehirsch,L4,Unsuccessful
316,https://www.linkedin.com/in/james-robar-6b165a3,L2,Unsuccessful
317,http://www.linkedin.com/in/robprentice,L3,Unsuccessful
318,http://www.linkedin.com/in/robcromer,L4,Unsuccessful
319,http://www.linkedin.com/in/buzzwiggins,L4,Unsuccessful
320,http://www.linkedin.com/in/etamar,L3,Unsuccessful
321,http://www.linkedin.com/in/thejonwest,L3,Unsuccessful
322,https://www.linkedin.com/in/jasontbrooks,L3,Unsuccessful
323,https://www.linkedin.com/in/gabrielkamienny/,L4,Unsuccessful
324,https://www.linkedin.com/in/andr%C3%A9-hegge-28a05728/?originalSubdomain=se,L2,Unsuccessful
325,https://www.linkedin.com/in/deepakaatresh,L4,Unsuccessful
326,https://www.linkedin.com/in/laura-bowen-0100ab30/,L2,Unsuccessful
327,https://www.linkedin.com/in/nickmoutter/,L3,Unsuccessful
328,https://www.linkedin.com/in/jameshartig/,L2,Unsuccessful
329,https://www.linkedin.com/in/nathan-hagen-256ba749/,L2,Unsuccessful
330,https://www.linkedin.com/in/marc-d-feldman-a43b401a/,L3,Unsuccessful
331,https://www.linkedin.com/in/baptistebrunin/,L5,Unsuccessful
332,https://www.linkedin.com/in/nicolas-de-bussch%C3%A8re-3ab08617/,L4,Unsuccessful
333,https://www.linkedin.com/in/pierrefigeat/,L2,Unsuccessful
334,https://www.linkedin.com/in/marcelena/,L3,Unsuccessful
335,https://www.linkedin.com/in/juanantoniorobles/,L4,Unsuccessful
336,https://www.linkedin.com/in/fritzrichter/,L3,Unsuccessful
337,https://www.linkedin.com/in/sebastian-doerfel-65029b6/,L2,Unsuccessful
338,https://www.linkedin.com/in/tom-laband-75a08626/,L5,Unsuccessful
339,https://www.linkedin.com/in/nilsforsblom/,L3,Unsuccessful
340,https://www.linkedin.com/in/ludwigostrowski/,L2,Unsuccessful
341,https://www.linkedin.com/in/jmoldvay/,L3,Unsuccessful
342,https://www.linkedin.com/in/phil-faris-07166,L4,Unsuccessful
343,https://www.linkedin.com/in/smitibhattdeorah,L3,Unsuccessful
344,https://www.linkedin.com/in/sourabh-deorah-a4912b1a,L3,Unsuccessful
345,http://www.linkedin.com/in/ryanaviles,L3,Unsuccessful
346,https://www.linkedin.com/in/rosali-steenkamer-a46537,L3,Unsuccessful
347,https://www.linkedin.com/in/diederick-van-thiel-a4710b5,L4,Unsuccessful
348,https://www.linkedin.com/in/maximilian-block/,L3,Unsuccessful
349,https://www.linkedin.com/in/jacobsass/,L2,Unsuccessful
350,https://www.linkedin.com/in/chadjoshi,L3,Unsuccessful
351,https://www.linkedin.com/in/hendi-chandi-4848a81,L2,Unsuccessful
352,https://www.linkedin.com/in/boris-sanjaya-63250ab,L3,Unsuccessful
353,https://www.linkedin.com/in/robert-wass-adzooma,L2,Unsuccessful
354,https://www.linkedin.com/in/david-sharpe-56b095104,L2,Unsuccessful
355,https://www.linkedin.com/in/thomas-rodrigues-42a80813,L3,Unsuccessful
356,https://www.linkedin.com/in/paulo-silvestrin-04775b22,L3,Unsuccessful
357,https://www.linkedin.com/in/francoismorel/,L3,Unsuccessful
358,https://www.linkedin.com/in/davidgrant/,L4,Unsuccessful
359,https://www.linkedin.com/in/patrickpfeffer/,L4,Unsuccessful
360,https://www.linkedin.com/in/stanislaulitvinau,L3,Unsuccessful
361,https://www.linkedin.com/in/dmitrii-zotov,L3,Unsuccessful
362,https://www.linkedin.com/in/nikhil-pereira-kamath-41ba6513/,L4,Unsuccessful
363,https://www.linkedin.com/in/lloyd-vincent-18a9a89,L3,Unsuccessful
364,https://www.linkedin.com/in/samuel-gikandi-6246aa14/,L3,Unsuccessful
365,https://www.linkedin.com/in/eston-kimani,L4,Unsuccessful
366,https://www.linkedin.com/in/stephen-walker-852b5130,L2,Unsuccessful
367,https://www.linkedin.com/in/ruben-walker-326a58,L2,Unsuccessful
368,https://www.linkedin.com/in/mikujha/,L4,Unsuccessful
369,https://www.linkedin.com/in/steve-waye-84522814/,L2,Unsuccessful
370,https://www.linkedin.com/in/andrew-trees-53985b6/,L3,Unsuccessful
371,https://www.linkedin.com/in/gausjohn/,L4,Unsuccessful
372,https://www.linkedin.com/in/nicolas-rossi-brotfeld,L3,Unsuccessful
373,https://www.linkedin.com/in/andre-gauthier,L2,Unsuccessful
374,https://www.linkedin.com/in/mathieuallaire,L3,Unsuccessful
375,https://www.linkedin.com/in/paul-kussie-6522b6175,L3,Unsuccessful
376,https://www.linkedin.com/in/mameshin/,L4,Unsuccessful
377,https://www.linkedin.com/in/miquel-costa-ferrando-15a9422b,L3,Unsuccessful
378,https://www.linkedin.com/in/davidhorna,L3,Unsuccessful
379,https://www.linkedin.com/in/ihor-lys-7ab9a,L4,Unsuccessful
380,https://www.linkedin.com/in/nicholas-maderas-6b2087101,L3,Unsuccessful
381,https://www.linkedin.com/in/octavi-royo-70a301b9/,L3,Unsuccessful
382,https://www.linkedin.com/in/yehonatan-ben-hamozeg-55425237,L3,Unsuccessful
383,https://www.linkedin.com/in/michail-desyllas-17785730/,L2,Unsuccessful
384,https://www.linkedin.com/in/daghan-cam-11490629,L3,Unsuccessful
385,https://www.linkedin.com/in/rajkumarvivek,L4,Unsuccessful
386,https://www.linkedin.com/in/matthew-kowalczyk-a052a7,L3,Unsuccessful
387,https://www.linkedin.com/in/jasongulbinas,L4,Unsuccessful
388,https://www.linkedin.com/in/andrius-sutas/,L4,Unsuccessful
389,https://www.linkedin.com/in/alesisnovik,L3,Unsuccessful
390,https://www.linkedin.com/in/ash-esmaeili,L4,Unsuccessful
391,https://www.linkedin.com/in/abbas-sarraf-phd-1b100146,L3,Unsuccessful
392,https://www.linkedin.com/in/hamidbaghi/,L3,Unsuccessful
393,https://www.linkedin.com/in/chris-boas-b96387/,L4,Unsuccessful
394,https://www.linkedin.com/in/justin-ginn-62ba29115,L2,Unsuccessful
395,https://www.linkedin.com/in/david-fowler-36a8853,L4,Unsuccessful
